Id,SalePrice
1557,96179.73510558534
1558,112333.35891442568
1559,60480.20404763671
1560,159834.56617711275
1561,73759.82397895005
1562,130801.30500358742
1563,99413.35150921319
1564,136808.33956029202
1565,141200.36625703043
1566,245820.38374798532
1567,65875.30684159682
1568,261293.43559233367
1569,124805.82437335332
1570,168237.96800745395
1571,112489.55816869428
1572,117017.6500972888
1573,221441.6642976186
1574,123162.08610082901
1575,234175.8148374813
1576,256988.9459190264
1577,193728.39712228265
1578,164819.6935481028
1579,140477.08969496907
1580,206072.32676829625
1581,182824.73428483217
1582,143068.55804129093
1583,289727.2334798322
1584,228949.83151096723
1585,168829.16698924368
1586,63972.13877921252
1587,99893.96453160753
1588,149431.05341131054
1589,105823.19170103413
1590,113876.31606098915
1591,66255.33668726576
1592,120133.71465370341
1593,136670.09204768733
1594,67323.51027093327
1595,121969.62670254204
1596,245368.48830802238
1597,211761.31985810862
1598,205046.65105865637
1599,199219.30876487974
1600,198564.49267012082
1601,43811.77010577815
1602,118709.64409021079
1603,67559.80640932644
1604,262202.6021808093
1605,238517.3526837446
1606,155251.18124235093
1607,165633.34348304954
1608,235056.60494841106
1609,213577.75283826306
1610,161566.45407735734
1611,146771.26994133973
1612,174748.23159297116
1613,161820.26649536137
1614,162505.07685088355
1615,94896.39707889606
1616,65875.06193591622
1617,73048.7178820126
1618,111865.73878917795
1619,160962.35770978502
1620,174274.41134772805
1621,119664.05928239026
1622,162788.54026778086
1623,247617.35883472225
1624,210490.19129136784
1625,121639.33341375683
1626,176024.46685753556
1627,185170.95038321268
1628,271727.27069650404
1629,178332.00096963305
1630,307315.2523031133
1631,247567.04537567316
1632,259385.7677743099
1633,193194.93631564055
1634,184278.17127408495
1635,189828.78658357522
1636,162856.67830765992
1637,189569.27019058703
1638,213115.44266423833
1639,182125.3773560098
1640,237047.3097152365
1641,176783.32948272993
1642,242969.72791870186
1643,216529.5782162583
1644,228907.08683940518
1645,241872.88934832608
1646,184178.36535661048
1647,158456.98496301417
1648,125012.12339603025
1649,152787.31656827318
1650,103788.05049720177
1651,110321.59316412939
1652,106017.99273713419
1653,108471.9238113924
1654,148076.34533135558
1655,132478.43304148255
1656,135400.69418067232
1657,150051.68270846072
1658,142006.59300099488
1659,116987.12915292387
1660,145242.68330602557
1661,400019.23186467926
1662,334436.4011295654
1663,341814.9893649372
1664,398487.2215722313
1665,308338.5931292245
1666,334227.41141386965
1667,340025.9714001287
1668,343044.4896966912
1669,305862.17594270234
1670,327611.6356539026
1671,288687.32131963293
1672,383303.69492872956
1673,311990.9433701462
1674,265883.2866567506
1675,238292.75015399887
1676,239127.94369701308
1677,251171.88796688383
1678,417166.93031245866
1679,353369.25662894046
1680,319726.11010579235
1681,282946.2116992152
1682,330413.3657795262
1683,224699.1089934013
1684,183627.99580498328
1685,188456.35023633525
1686,185772.59283530587
1687,168432.22090982847
1688,199070.9735022977
1689,201953.28308097142
1690,220653.42277274907
1691,211096.05285311554
1692,251409.63447637667
1693,186768.7667697623
1694,184871.42745839138
1695,174562.69953476763
1696,248536.02515724633
1697,175277.49909842596
1698,341802.81489680486
1699,332793.3996904238
1700,273569.8160380544
1701,299161.7275257672
1702,251842.1189523131
1703,252057.58917517564
1704,271022.63223223365
1705,256800.42443910218
1706,339390.1612465166
1707,215447.3929303099
1708,207505.16147432546
1709,275253.45139344333
1710,229027.02390834998
1711,263368.23481713654
1712,256409.6829182715
1713,260962.92301624818
1714,201900.31580095546
1715,206988.89452318428
1716,184656.16434364257
1717,184216.37360812243
1718,136084.5220001191
1719,221990.50154890667
1720,209861.7017119569
1721,173283.5991817219
1722,128706.61383191148
1723,157964.14100933366
1724,214731.97981670502
1725,229167.7233176442
1726,174010.9648346909
1727,191571.3540504879
1728,178740.18414236078
1729,167570.73959253813
1730,142914.00433412386
1731,114381.72636391956
1732,137391.2649195805
1733,111562.88954567029
1734,102915.04778135446
1735,131676.55462279837
1736,108508.16969084613
1737,309820.9643762285
1738,282838.7549279568
1739,228791.11964524369
1740,226595.71267254907
1741,204071.31897712455
1742,176888.00815291447
1743,202763.504819493
1744,317615.1198545073
1745,239103.2862236739
1746,182967.68033908558
1747,234983.4033025881
1748,219888.4154841283
1749,169267.34567658723
1750,130457.86038302758
1751,255203.44602690794
1752,99823.44088092423
1753,136453.9402988448
1754,205983.3441503231
1755,173633.97729989418
1756,149794.44747651985
1757,112193.72187129979
1758,142340.98358626754
1759,168885.03253012957
1760,181921.78956453942
1761,156024.3973530442
1762,153933.0879763133
1763,180207.27622165997
1764,115314.49723671097
1765,142144.2775881688
1766,188743.9583792697
1767,214880.13907152502
1768,143666.92340594737
1769,166472.07998726552
1770,173738.78919924254
1771,122124.64371024573
1772,140991.95816665195
1773,113129.00757355201
1774,156197.3960802884
1775,152522.64523117014
1776,128872.66036343563
1777,94884.44257301223
1778,135480.0513725523
1779,140870.95197225502
1780,156107.67880954966
1781,115561.54766665681
1782,55348.9674883541
1783,155441.98859245618
1784,102855.07167267588
1785,134962.68518489742
1786,148118.00385356188
1787,147798.61448244707
1788,26632.55027433895
1789,110210.40127754398
1790,75198.13772726436
1791,211582.8626185162
1792,156123.63704742357
1793,149430.79346725208
1794,175402.64475426832
1795,125535.3520002016
1796,121661.1304958865
1797,129806.08645820455
1798,129643.19601626972
1799,102825.99574283799
1800,154971.57429437846
1801,111514.77583060892
1802,122959.443723668
1803,157989.85805909274
1804,135360.46211512352
1805,138866.34806948842
1806,137552.39040985642
1807,183889.88815325577
1808,138352.5224419497
1809,137770.4912704529
1810,145011.13493010102
1811,88133.63440582388
1812,95961.61523949962
1813,117648.64408676207
1814,86551.853304445
1815,40532.82123253157
1816,85733.45451497051
1817,118936.8972026942
1818,169298.14091386372
1819,114917.66458079216
1820,59907.8587231159
1821,102937.77182698625
1822,169143.2145082999
1823,49143.581466417876
1824,136245.9660398409
1825,119264.0571878847
1826,101722.87043939267
1827,92468.58168132776
1828,135821.14717077577
1829,144052.29101584823
1830,171555.2062378836
1831,153609.0165900428
1832,100908.34456064262
1833,140792.72056534895
1834,152537.11071733895
1835,181105.62530632498
1836,84355.5062324564
1837,111370.66613033244
1838,149960.41088370117
1839,79752.07360437873
1840,165413.5224457684
1841,120747.31272072859
1842,119471.57447045049
1843,140326.79922857194
1844,132183.80871646985
1845,127617.14424353655
1846,150460.84797422908
1847,188906.4361337914
1848,17099.1092724239
1849,93283.25513193698
1850,107797.39354364839
1851,143422.73602113154
1852,133792.39675550337
1853,138235.71509477164
1854,159925.21171393697
1855,170715.179488267
1856,222054.99675846018
1857,159393.5534797246
1858,121076.11064498886
1859,131141.0908143659
1860,183739.6037868022
1861,132411.6202542805
1862,260087.6142819169
1863,252763.99855548338
1864,252783.35593160242
1865,340966.30461405276
1866,317676.29848308803
1867,228886.45860459816
1868,276361.615162721
1869,219017.58617093222
1870,237001.2389884974
1871,264620.7410854472
1872,194284.43122608474
1873,249512.05703435722
1874,148108.22172641833
1875,188049.07860106722
1876,196958.09135484483
1877,207750.88783105242
1878,212247.01648568865
1879,140881.6769686565
1880,141784.80634439955
1881,241513.90877172814
1882,243909.802498705
1883,174594.89429399764
1884,185115.41717935292
1885,233122.77748434228
1886,258667.39792178862
1887,239689.63830394042
1888,269447.3964138552
1889,169551.8353614803
1890,127849.79104455006
1891,131208.03356391814
1892,100666.09250200092
1893,113731.64112322025
1894,131420.66283873003
1895,135521.94207752313
1896,123750.11823567608
1897,138530.0291578995
1898,126856.42894632358
1899,167776.83982969326
1900,180390.15687696924
1901,191520.85486803163
1902,139418.425099444
1903,243281.8310738769
1904,167001.67630935833
1905,201874.84988626535
1906,172564.3662098836
1907,243014.67673345836
1908,106728.10651734797
1909,146574.56183165734
1910,120037.46524960129
1911,200709.0348652756
1912,285294.10131867474
1913,197137.23602640873
1914,70770.54673008922
1915,301363.4226726993
1916,714.0681806967186
1917,231148.13456410824
1918,139108.8281097532
1919,184088.57114292073
1920,128918.15545451966
1921,352311.80111656454
1922,330334.11719081365
1923,234553.02890433138
1924,274334.1814288411
1925,226249.53512910142
1926,338148.83123136853
1927,146524.66132495512
1928,176991.32677584095
1929,120104.0657814412
1930,119863.4016214326
1931,126810.05921188503
1932,105318.85792466736
1933,203895.33734293835
1934,171284.75387429039
1935,178753.88041220975
1936,192966.8947634399
1937,175394.21944524642
1938,178088.93846945587
1939,273810.7261646023
1940,225214.19554862482
1941,163457.29189848274
1942,187193.53051914636
1943,262545.665627721
1944,333523.7638780647
1945,337353.8728434917
1946,181155.78802310093
1947,302221.11072508607
1948,204689.55063791745
1949,219567.3628900173
1950,219063.0786062957
1951,246083.1124651188
1952,218621.43952850497
1953,218573.42147857134
1954,197484.86111442372
1955,155656.24462792085
1956,247128.72281216545
1957,144240.90637765155
1958,280980.38021466346
1959,138019.2985631365
1960,87744.48932108254
1961,125408.60545858127
1962,94144.95489899583
1963,110828.47498321415
1964,97505.07207239959
1965,148105.05846205488
1966,123680.99902577391
1967,318384.0569207801
1968,364456.25293627765
1969,351244.88241318276
1970,349778.1522630102
1971,425674.1829701281
1972,372824.51540164993
1973,311846.7320374503
1974,322101.26542520715
1975,551469.3550011795
1976,308649.612053024
1977,366715.35073353234
1978,321661.92774743226
1979,338377.2404714286
1980,248206.09893787088
1981,348842.9233618345
1982,254818.44978643165
1983,248299.31514452145
1984,193470.6587130826
1985,241603.0245367652
1986,227066.68307924524
1987,192154.22210980032
1988,192000.47969030624
1989,193222.36097702678
1990,223659.1011324586
1991,269268.85978898464
1992,239777.07725548526
1993,167917.66052622173
1994,196304.7195098562
1995,184644.00080340274
1996,307541.91909430834
1997,317504.07629376324
1998,303943.33947368094
1999,339288.91565041355
2000,330153.92286186037
2001,301571.0508132042
2002,234170.3111959907
2003,248261.6627098609
2004,304414.46733373334
2005,213331.43964522888
2006,231670.92582490994
2007,252954.2590043989
2008,246769.65507713216
2009,202272.1202200548
2010,214378.5416696847
2011,147434.32194107494
2012,181389.02030929812
2013,176051.3538356117
2014,188240.8463634226
2015,211207.14255068675
2016,191835.92341332394
2017,196129.11396528117
2018,96175.83134936495
2019,135107.4596674333
2020,103712.15611423428
2021,87975.723418702
2022,255326.23776495236
2023,103428.16656985889
2024,300688.0464479596
2025,361035.8170508775
2026,186444.04376920918
2027,174906.61412622686
2028,154270.93649290377
2029,175372.84280395118
2030,258614.9053704125
2031,255798.52342404763
2032,252786.75259891816
2033,254679.39664760936
2034,185384.61196789925
2035,223534.29239069548
2036,234737.35886023325
2037,234249.2502633036
2038,310024.9169354615
2039,243948.15284093225
2040,317430.8484910688
2041,313749.7504151802
2042,197032.396052126
2043,188841.19734928262
2044,176866.6189475495
2045,223711.4950933883
2046,136749.48841357307
2047,127727.23446585676
2048,137651.97779610427
2049,143281.36539453658
2050,168955.71276606867
2051,110347.28498036494
2052,110615.29209620749
2053,144884.1078600259
2054,83799.50866876206
2055,149384.4712496438
2056,162208.5171810925
2057,95794.90431347364
2058,223333.07812107474
2059,142582.30578536855
2060,180465.387777089
2061,157559.78557634342
2062,113607.6157280054
2063,118971.67121391013
2064,148119.77752522705
2065,145358.8687665278
2066,171648.25818951958
2067,116413.99097331196
2068,138274.7294038653
2069,50339.99071736215
2070,97401.65730297129
2071,78848.32527784345
2072,166446.50712569917
2073,126375.30031597582
2074,187632.2313084766
2075,158536.6747804634
2076,115274.76550585771
2077,176695.13209971273
2078,130798.64792331758
2079,128733.83957388104
2080,116454.85966748769
2081,113225.11588980797
2082,150288.1451208033
2083,141844.09237469957
2084,99695.48662190724
2085,108162.43883218215
2086,115601.75218654875
2087,97849.223110584
2088,111529.78655158707
2089,64861.164125570314
2090,140733.8631299167
2091,120784.59752788403
2092,138284.00182887842
2093,114656.47700070062
2094,118058.79640079697
2095,167638.32919021777
2096,90825.83400574529
2097,111609.80039399935
2098,128562.84886976678
2099,26516.421034990897
2100,46549.3745970735
2101,153604.62485348145
2102,136124.43795152678
2103,104424.30594068604
2104,157331.56139768948
2105,147203.09642032857
2106,52041.5743161062
2107,219242.35394377215
2108,105878.92584477842
2109,81132.98311123878
2110,107281.71567184904
2111,180120.29025307114
2112,114738.46723379783
2113,114984.83076285028
2114,130163.76345673202
2115,144573.46027012228
2116,127433.257565841
2117,129580.15872111563
2118,117648.12072473718
2119,138576.46251199217
2120,131075.64934944542
2121,76981.13379291826
2122,113965.57071222994
2123,94274.12729289358
2124,159080.95639104338
2125,116648.06841244828
2126,169733.8133301715
2127,164347.8353715353
2128,157137.7678945597
2129,69655.64086934387
2130,121226.18438943292
2131,159655.80437704726
2132,132426.8260446439
2133,113204.14926904338
2134,104115.0545671807
2135,92583.47228859067
2136,82451.76294441304
2137,101153.91935077673
2138,129176.70069507076
2139,144415.91374182614
2140,139171.32221866376
2141,175379.54377081143
2142,130592.67976700186
2143,123174.66251623505
2144,138427.306429499
2145,145043.1501432075
2146,169493.83677147585
2147,147594.3422852631
2148,158583.2624443178
2149,151460.87234043877
2150,246236.49198111164
2151,146991.53710689643
2152,125825.58235862832
2153,176360.1311706454
2154,89337.54016743328
2155,147384.5693391067
2156,231896.3917140721
2157,238403.74093712398
2158,232484.03925176547
2159,219463.76376456418
2160,203660.2655443434
2161,245888.67029479597
2162,333216.58978543023
2163,352320.0527413944
2164,251981.40023136616
2165,174788.8045300511
2166,163362.88957277033
2167,219903.40043802306
2168,193825.63608523464
2169,197878.6883873573
2170,221415.88590043248
2171,164662.8538315669
2172,153162.95817362866
2173,147548.05133630804
2174,217719.0558308506
2175,266944.46196512895
2176,268679.2239585731
2177,221853.086729968
2178,233185.24402304945
2179,152878.56733567873
2180,198819.2089413894
2181,193613.0567407764
2182,216872.5560890622
2183,200941.77718483435
2184,104216.04397946491
2185,126004.34414988212
2186,170390.23888672004
2187,147537.4931524135
2188,142047.838827149
2189,266576.14978317235
2190,75225.42658537744
2191,61748.670889690795
2192,98441.54739112609
2193,120021.6612972795
2194,133753.22747078273
2195,47095.05615893123
2196,107148.50209851562
2197,113474.15266645676
2198,179595.1416630129
2199,195176.3260371317
2200,166021.68015082995
2201,158066.38099313946
2202,201571.13410611326
2203,159533.00770681418
2204,168508.75110611058
2205,126382.24084050526
2206,161630.19140851023
2207,263419.94803208567
2208,258815.04922488768
2209,226017.00156037908
2210,118262.41019933554
2211,124610.27877449323
2212,95026.57751491627
2213,118946.83758575408
2214,120864.34656207805
2215,99173.86366281008
2216,117049.00782008417
2217,52082.22346300457
2218,68297.17465518262
2219,49067.264351339574
2220,43340.06536653734
2221,302297.2044738781
2222,264490.44894113566
2223,269365.62240007607
2224,217651.00688538337
2225,104670.28103532702
2226,146543.37357970592
2227,250478.34192606158
2228,295382.15253076795
2229,265770.03539196716
2230,146595.76871509897
2231,232996.3556806143
2232,211737.71158921436
2233,219165.8881142262
2234,272978.3236610682
2235,212091.89848864815
2236,260067.40552430635
2237,314348.81515257887
2238,223588.43837075058
2239,105484.05082382608
2240,147457.5912481919
2241,163776.91525069127
2242,132580.41972318856
2243,122861.64265711646
2244,107634.97664994725
2245,108783.90648033087
2246,141758.74046193925
2247,147159.68536354706
2248,108174.06997133688
2249,122860.52422140763
2250,128406.11790826773
2251,117315.7942560195
2252,179015.60623008572
2253,164259.18582811565
2254,170992.4848811033
2255,183028.4547716634
2256,168612.24625706195
2257,176561.18398916893
2258,171893.6296399289
2259,170075.88039856963
2260,169369.9542516111
2261,257169.64816594857
2262,244319.56764848006
2263,345093.4626454071
2264,437328.2517805439
2265,230333.98489376158
2266,304270.2195351509
2267,332841.46432326036
2268,394201.9711153648
2269,149769.95989143543
2270,218371.2847604984
2271,218979.69073998384
2272,239174.94453000306
2273,177768.4011664641
2274,187522.42153069004
2275,198599.4110249011
2276,205963.41493465463
2277,192363.770417121
2278,145800.22050464214
2279,109507.63117222626
2280,92502.6479234968
2281,155996.34427506643
2282,170963.26319124832
2283,121756.22624786259
2284,124749.20566176134
2285,127100.3703873729
2286,106156.2056575841
2287,356729.67645429925
2288,315906.85051900306
2289,330258.43002893246
2290,389525.74469656224
2291,344729.3725095722
2292,387899.5208953678
2293,385586.029088522
2294,345786.152802565
2295,433098.3970464193
2296,280278.0147587855
2297,356978.0945411786
2298,353507.76504362206
2299,347117.00470864517
2300,308451.9133605192
2301,340697.1861171812
2302,278055.1517501044
2303,271514.19924974313
2304,275111.5557935579
2305,249570.898644795
2306,232339.5032138909
2307,246677.31644115222
2308,246514.6371394773
2309,301488.2382021334
2310,263798.12530309963
2311,231343.13226502948
2312,191079.30685696693
2313,155719.98210617772
2314,175074.59711770227
2315,200393.51609358157
2316,197074.88612616685
2317,199168.279029083
2318,191160.56064437432
2319,201021.2102553477
2320,196097.11751372667
2321,253554.84754047095
2322,208142.59161487877
2323,194427.69232749453
2324,212201.2402845605
2325,226435.42529340298
2326,190452.01934578794
2327,198736.9852260832
2328,215722.3103613074
2329,187179.8752606688
2330,180521.84041573224
2331,340558.45539368445
2332,359143.8079137645
2333,312724.9069687537
2334,269429.468485116
2335,315860.22801619116
2336,311845.2256485709
2337,197704.705104926
2338,261784.64573483926
2339,233979.94876800664
2340,362956.62057968683
2341,236285.1723504485
2342,243491.3798179034
2343,238787.15037182928
2344,199357.50625925287
2345,223743.46873095396
2346,227320.94788853396
2347,210426.60606362775
2348,261137.86852968083
2349,199057.67243249534
2350,298913.7210019085
2351,261801.10143905663
2352,234826.52794574286
2353,250241.17058327765
2354,160412.37355751844
2355,143203.26054416527
2356,155569.06297463897
2357,196211.26411813305
2358,190767.52089406695
2359,130227.00579225188
2360,105427.27559812067
2361,134758.38160496496
2362,251700.0055316927
2363,114885.14396856164
2364,173269.15070045769
2365,237517.7197916031
2366,226564.88910131023
2367,224965.3591082166
2368,214158.88711384212
2369,218096.1702474261
2370,183842.70372833277
2371,154665.50242164492
2372,196991.51411595888
2373,281963.65829898114
2374,302598.39483869483
2375,263045.71979063586
2376,284382.6342147647
2377,305242.340336002
2378,171037.9439378318
2379,222931.69047760515
2380,173689.552654665
2381,192123.88589918314
2382,235849.71895012097
2383,197331.93828929283
2384,238777.40027237477
2385,185996.00086723894
2386,154400.6846397218
2387,125938.4966418994
2388,117115.19813559271
2389,137327.80855904525
2390,144992.71682537132
2391,148774.04182617163
2392,117005.56374665632
2393,176552.7758643772
2394,136025.29577210336
2395,198515.65456430864
2396,159727.27620724682
2397,204779.7240935918
2398,130833.58432906338
2399,35011.6986492736
2400,48180.580727294175
2401,111568.32448809204
2402,141557.27169307892
2403,138392.0532249646
2404,155285.94739883792
2405,156936.24820425585
2406,142687.03743270808
2407,123024.01960420301
2408,165073.12872144353
2409,110914.43911701498
2410,195377.2812973339
2411,109929.74477047948
2412,156026.6462313715
2413,108480.03884827255
2414,149554.23327863112
2415,129824.63182375923
2416,127843.72002236256
2417,139678.18439252724
2418,131675.83292450375
2419,96623.70238712842
2420,129285.75250777659
2421,98354.83910742686
2422,107688.3790095517
2423,118800.91993563897
2424,154834.74140743236
2425,205623.88024767986
2426,136517.23400258023
2427,153146.28040807485
2428,182830.51534317856
2429,108421.85761870474
2430,129169.56528768949
2431,100350.81356173512
2432,154801.44567924138
2433,152694.99147163983
2434,140319.3340813652
2435,152091.54371719222
2436,134505.64619920848
2437,103482.87126344381
2438,122378.42895811012
2439,110444.13018181556
2440,129558.46940259704
2441,105999.95155987729
2442,95591.13700870212
2443,147510.64684480248
2444,143195.81161421107
2445,100873.68394381287
2446,131833.71374814236
2447,214526.47165886156
2448,159424.18754255792
2449,136714.8931155779
2450,148232.42857728762
2451,145594.2564613365
2452,185064.00081515088
2453,75281.69245993483
2454,110345.15943920244
2455,139645.73577170016
2456,119677.96972495112
2457,115593.61052860919
2458,152363.84133226165
2459,121783.25674481336
2460,152112.69626373562
2461,133831.639500204
2462,108864.61091984676
2463,141020.4760284318
2464,167826.2753738381
2465,150880.6560187706
2466,91444.80663063831
2467,147224.4804181593
2468,131033.9079043293
2469,91234.81994455103
2470,181134.5312712449
2471,203247.88773140343
2472,155436.69261812256
2473,89208.70654336363
2474,63232.6080843573
2475,203335.99710633053
2476,93891.05238390501
2477,124510.79140291893
2478,138460.7601683096
2479,80366.46069236426
2480,146854.09784947181
2481,138627.47206022442
2482,147508.1228480285
2483,103882.72597290123
2484,131657.87083725553
2485,131850.3917027775
2486,158277.3051036549
2487,216321.4366423095
2488,187135.75675984868
2489,145785.48289729952
2490,145606.10053286038
2491,82534.69492231202
2492,204247.82352157665
2493,157934.52151140632
2494,146736.1033707688
2495,59525.271608249444
2496,243209.62316662923
2497,147568.43032062217
2498,111667.32754313012
2499,69320.85971922045
2500,118405.59985168432
2501,127590.49394025147
2502,127140.10583010313
2503,120935.75836275311
2504,136979.2048561099
2505,206541.85707503094
2506,267305.02566205745
2507,288632.6597575117
2508,269851.46942241
2509,233286.7408536837
2510,228344.15167790727
2511,180501.0083213592
2512,208599.454772202
2513,235680.67815210772
2514,639925.1782086776
2515,156004.65186013264
2516,188169.8667821661
2517,142352.37094688497
2518,169317.78463876547
2519,234161.61123790257
2520,223403.5598707744
2521,193876.22099884105
2522,220646.64063116684
2523,130952.32770652587
2524,159937.43693472797
2525,176245.74580794448
2526,170267.52948640514
2527,133759.73952582106
2528,123867.3139713548
2529,135450.79010756843
2530,138240.3714798736
2531,243804.3158128932
2532,214018.50466043502
2533,202859.66235137047
2534,255247.12118711715
2535,246144.8785846152
2536,251551.10336725396
2537,254813.67849837692
2538,208139.5695612377
2539,198283.86003205596
2540,187318.03109585066
2541,190272.35569360122
2542,156344.54437384926
2543,115538.12429303348
2544,86910.9051219978
2545,159848.73965212636
2546,124888.95195752571
2547,173309.89593535342
2548,135375.85912117152
2549,125184.36632958608
2550,594661.7258344044
2551,141921.94529638207
2552,97636.60262315194
2553,68889.81243215123
2554,102154.62910974637
2555,120264.68281778964
2556,79478.1780364288
2557,97310.15671491741
2558,187986.95989509232
2559,155449.87747646368
2560,189620.52190416062
2561,165611.90595122287
2562,154087.94805430112
2563,140201.46965374015
2564,215245.96183482563
2565,177756.50208488747
2566,141506.57243598762
2567,153572.48688413072
2568,204331.97611717408
2569,204106.71420643944
2570,119669.42337931211
2571,169858.93720584715
2572,172522.97693792754
2573,245714.788214284
2574,362876.07530555024
2575,145025.12676902616
2576,130666.60871043432
2577,168628.42647905622
2578,69363.81768815147
2579,30327.77652147785
2580,99608.33243713225
2581,122477.39417595873
2582,153635.27423068494
2583,286718.1802077691
2584,161520.9402320738
2585,175844.7175409424
2586,182116.50569761955
2587,178006.43392623067
2588,144942.24899719702
2589,156355.5559594227
2590,250140.7031794861
2591,275164.84235339094
2592,225212.78760392952
2593,242158.3534449963
2594,210978.52698065815
2595,225145.38423183345
2596,287813.8373777393
2597,209109.49382681918
2598,289792.728383663
2599,346033.8766568995
2600,143145.1495526653
2601,137700.48171423527
2602,64148.45481968392
2603,85477.33063338773
2604,90911.07853085021
2605,70793.53518807644
2606,143784.35796158505
2607,226312.77911831567
2608,201327.69462903304
2609,163565.77413751016
2610,120050.22260378023
2611,116951.2349060194
2612,151711.98432647868
2613,117800.49794112751
2614,95327.90671571398
2615,155273.18685137067
2616,176650.5831510882
2617,183359.44324429025
2618,261238.85699617586
2619,209832.5059784843
2620,176823.16839182904
2621,172662.49169152364
2622,172689.965199648
2623,215962.72496555283
2624,297966.218955051
2625,277846.2346270326
2626,181738.39461785048
2627,196791.52764152564
2628,415350.57791402965
2629,412945.7772372059
2630,364106.56397876295
2631,410185.8101963712
2632,383987.7535662919
2633,305686.49304950854
2634,384630.99501789943
2635,169889.2349990694
2636,196009.50590567235
2637,193369.2117250103
2638,243084.99494888715
2639,205768.3903769675
2640,173446.90356481288
2641,88796.45874429561
2642,154721.43220641866
2643,112844.831931496
2644,128376.69668091569
2645,120375.14719762126
2646,99638.85134701966
2647,114986.14935274566
2648,143660.42436650273
2649,139668.4198125982
2650,128112.740878365
2651,138242.57317675962
2652,366076.35159946233
2653,274370.2456932754
2654,280704.10926272726
2655,385852.4563593888
2656,363650.6187843454
2657,344034.343519947
2658,322908.4433806755
2659,329709.1846184585
2660,360757.44742381293
2661,353443.43657634954
2662,360146.77468677424
2663,310184.4933799965
2664,294430.54336489737
2665,331187.3157801304
2666,307947.19600399304
2667,197458.6883391437
2668,202289.8736090736
2669,199324.710128776
2670,280217.2217010844
2671,217235.26338324556
2672,224625.95568241837
2673,200831.7316697217
2674,211234.4469239668
2675,217793.70408647275
2676,203810.10198422236
2677,201264.13915489943
2678,241747.36375057374
2679,297820.3782628928
2680,295823.0865714877
2681,377684.1047463241
2682,313980.2071549649
2683,448520.9614374272
2684,346393.6727856464
2685,356999.9699337098
2686,262294.22576363967
2687,264044.4398415544
2688,228798.56142157075
2689,215968.56306336116
2690,347671.37681669963
2691,187535.44131335575
2692,149520.97698039396
2693,218261.1331178883
2694,160669.55121477516
2695,204338.61203813786
2696,191232.24061528555
2697,173370.02918241135
2698,223278.14324983247
2699,165072.88172949542
2700,156365.35244848838
2701,156834.71201629512
2702,114633.04168534718
2703,136927.85849389873
2704,134739.7408851152
2705,88090.2468331015
2706,87727.45062323935
2707,115587.47325336737
2708,108746.34084941522
2709,111215.6670254774
2710,127335.15408809624
2711,362841.1998747903
2712,434206.8921846125
2713,184296.69888891262
2714,156162.05106522972
2715,171419.43994881818
2716,161034.21457654235
2717,194954.64690429546
2718,224026.9928147082
2719,182005.1290265883
2720,205767.0744038766
2721,128784.85931571892
2722,177826.6122960248
2723,148204.26576125668
2724,131794.93542411824
2725,121800.94391245692
2726,143346.60040756606
2727,209187.4989148359
2728,187088.51147997784
2729,142338.79638165102
2730,136906.95691082926
2731,142318.38280735476
2732,138304.38829340003
2733,144106.40744190488
2734,160418.15473987447
